title,key
Dynamically imported packages no longer excluded from imported packages,FELIX-4364
The CommandSession get/set methods are not thread safe,FELIX-4363
Security ConfigAdmin permissions are inherited on the stack,FELIX-4362
Possible ConcurrentModificationException in DependencyManager.getComponents(),FELIX-4361
Ensure ordered property values in configurations,FELIX-4360
Proxy settings dosen't work,FELIX-4359
Unable to acquire global lock to install bundle,FELIX-4358
Support types beside String/String[] in @Property annotation.,FELIX-4357
[Core R5] org.osgi.test.cases.framework.launch.secure OSGi CT test failures,FELIX-4356
[Core R5] org.osgi.test.cases.framework.launch OSGi CT test failure,FELIX-4355
[Core R5] ResolverHookTests OSGi CT test failures,FELIX-4354
[Core R5] BundleWiringTests OSGi CT test failures,FELIX-4353
Extend shell command to give better insight in where the problem is,FELIX-4352
@Updated does not pass the current configuration,FELIX-4351
Component wrongly activated,FELIX-4350
Synchronization issue in ComponentRegistry,FELIX-4349
[DS] locateService calls race with component reconfiguration,FELIX-4348
" should ignore inner classes that are assigned to static fields",FELIX-4347
Consider improving the logic to only refresh bundles for optional imports that are not satisfied yet,FELIX-4346
Add support for IPv4 and IPv6 addresses for console,FELIX-4345
Behavior of dependency manager broken for java.lang.reflect.Proxy objects,FELIX-4344
[DS] rationalize log levels,FELIX-4343
Substitution is dependent on the order of the map,FELIX-4342
The Properties object does not follow the spec wrt spaces,FELIX-4341
Flex iPOJO online manipulator error if metadata.xml file not supplied,FELIX-4340
Make the use of escape characters deterministic,FELIX-4339
Incorrect overwriting of properties that have not been changed,FELIX-4338
Lowest singleton bundle revision selected,FELIX-4337
The use of inheritable thread locals in ThreadIO can cause problems,FELIX-4336
PropertyDescription does not allow retrieving the current value of the represented property,FELIX-4335
ServiceDependency properties change callback issue,FELIX-4334
iPojo Annotations missing bundle information in MANIFEST.MF,FELIX-4333
Incorrect evalution of variables,FELIX-4332
[Core R5] Support BundleContext and Framework adaptations,FELIX-4331
[HTTP SSL Filter] Make SSL header(s) configurable,FELIX-4330
SCR shoudl check if constructor is public,FELIX-4329
Provide a scoping mechanism to limit bundles to be refreshed,FELIX-4328
IllegalStateException during service unregistration,FELIX-4327
Possible Invalid BundleContext exception when shutting down the extender,FELIX-4326
[DS] Synchronization issue when activating component,FELIX-4325
[Core R5] Implement osgi.identity namespace for fragments,FELIX-4324
[DS] ScrService.getComponents may return a null array element,FELIX-4323
[DS] Prevent activation attempts until all dependency managers are set up with trackers,FELIX-4322
No easy way to run/debug Felix based projects in eclipse / integration docs not up2date,FELIX-4321
Cannot run properly JavaFX application into OSGI Felix framework,FELIX-4320
Localization (i18N) of Gogo commands,FELIX-4319
prepare for initial release of JAAS Bundle,FELIX-4318
SCR implementation should avoid using bundleContext.getBundle(),FELIX-4317
Packages imported dynamically should also be imported statically with an optional flag,FELIX-4316
Start apache-felix 4.2.1 with iPOJO on Android,FELIX-4315
Split service registration to solve visibility issue in autoconf,FELIX-4314
Bad synchronization in scr where a lock is held while ungetting a service,FELIX-4313
Configuring Jetty causes pointless service interruptions,FELIX-4312
Log real Jetty version number,FELIX-4311
HTTP Cometd bundle references incorrect version of Jetty,FELIX-4310
SCR leaves some components in DISABLED state,FELIX-4309
Deadlock with dynamic imports,FELIX-4308
Debug statement on console for every reload,FELIX-4307
org.apache.felix.framework.Logger to use LogService if available?,FELIX-4306
DependencyMananer Adapters - service properties propagation,FELIX-4305
DependencyManager ComponentImpl should not assume all service properties are stored in a Hashtable,FELIX-4304
The OSGI manifest of bundle dependencies should be considered within the compile and test classpath ,FELIX-4303
Config Admin can create illegal names on windows,FELIX-4302
Updated configuration is transmitted as query string to the request URL instead of POST payload,FELIX-4301
NoSuchMethodError with felix-http running under apache-karaf-2.3.3,FELIX-4300
Support hashed password,FELIX-4299
[DS] Run tests against R5 config admin and require specifying profile for R4,FELIX-4298
[DS] timing hole in opening a dependency manager,FELIX-4297
Cannot deactivate service interface detection in DS annotations,FELIX-4296
@Option documented instead of @PropertyOption,FELIX-4295
Dependency Manager Shell improvements,FELIX-4294
[DS] logic error in handling configuration LOCATION_CHANGED event,FELIX-4293
@Component 'propagation' attribute has wrong default value,FELIX-4292
maven-bundle-plugin issue with blueprint and inner-classes,FELIX-4291
[DS] Issue with factory components with required configuration,FELIX-4290
Spaces within values are removed for default values,FELIX-4289
Bundle not updated when unused capabilities changed (ResolverImpl.getResolvableRequirements),FELIX-4288
[DS] NPE when calling ComponentInstance.dispose after bundle shut down,FELIX-4287
[DS] improve some now-misleading class names,FELIX-4286
Remove abstract modifier from DependencyActivatorBase.destroy(),FELIX-4285
remove dead allocation,FELIX-4284
actually throw exception if method not found,FELIX-4283
HTTP Bundle 2.2.1 has and incorrect embedded Jetty instance,FELIX-4282
Security Warning: Felix with Java Web Start,FELIX-4281
UserAdmin has hard dependency on EventAdmin,FELIX-4280
UserAdmin does not export OSGi packages,FELIX-4279
AutoConf does not handle CM Factory configuration correctly,FELIX-4278
The maven-scr-plugin generates false warnings when using @SlingServlet,FELIX-4277
Let stereotypes have attributes,FELIX-4276
Add documentation on the new handler,FELIX-4275
Implement tests,FELIX-4274
Define the @Context annoation and XML mapping,FELIX-4273
Implement the Context Injection handler,FELIX-4272
Allow processing of test components ,FELIX-4271
Bump iPOJO package version to 1.11.0,FELIX-4270
Introduce an enumeration to configure binding policy from the annotation,FELIX-4269
Duplicated name errors always happen when there are 2 factories with the same name,FELIX-4268
Define Apache Karaf features for iPOJO,FELIX-4267
findbugs reported errors related to arrays being stored/returned directly ,FELIX-4266
Provides a recorder for startup events,FELIX-4265
JobInfo should provide a way to identify the kind of task,FELIX-4264
iPOJO Core should use ranged imports,FELIX-4263
QueueServices should be observable,FELIX-4262
NPE when an instance is declared without a configuration using the @ConfigurationTracker,FELIX-4261
IllegalStateException: The service has been unregistered,FELIX-4260
SCR ConcurrentModificationException,FELIX-4259
Native library problems when the framework is quickly restarted,FELIX-4258
Allow the dependency handler to track the entry and exit of inner class methods,FELIX-4257
Avoid manipulation native and static methods from inner classes,FELIX-4256
Extend the inner class manipulation to allow method interception,FELIX-4255
Specify the method id of methods from inner class,FELIX-4254
Add methods from inner classes in the metadata collected during the manipulation,FELIX-4253
Make Extender's ThreadPool size configurable,FELIX-4252
The @Bind annotation should use Class instead of String,FELIX-4251
Specification deduction broken when the method does not start with the 'bind' prefix,FELIX-4250
"Make the default error location 1,1 instead of 0,0",FELIX-4249
ServiceUsage ThreadLocal removal,FELIX-4248
Memory leak with ServiceUsage and inner class (Listener style),FELIX-4247
SCR and Metatype descriptor files get deleted on subsequent (incremental) eclipse build,FELIX-4246
Deadlock in Dependency,FELIX-4245
Extend the service dependency documentation with the timeout attribute,FELIX-4244
Define the dependency configuration matrix and improve error detection,FELIX-4243
Support the 'timeout' attribute in service dependencies,FELIX-4242
Change default output directory for SCR annotations to ${project.build.directory}/classes,FELIX-4241
Support the 'exception' attribute in service dependencies,FELIX-4240
Extend service dependency documentation with the 'exception' attribute.,FELIX-4239
Unnecessary re-initialization of PersistenceManagers in configadmin,FELIX-4238
Updating a configuration may deactivate/active component multiple times,FELIX-4237
Unvalued properties should be part of the instance's architecture,FELIX-4236
Add a XML-Header to the OBR-file,FELIX-4235
Using HttpService provided by Felix Jetty bundle,FELIX-4234
Race condition in dependency manager runtime SerialExecutor,FELIX-4233
Service Dependency Interceptors should be part of the instance architecture,FELIX-4232
Provide service binding interceptors,FELIX-4231
Enhance the Felix request SSL filter to provide the cert as a request attribute,FELIX-4230
Provide a way to obtain the component's BundleContext (other than constructor injection),FELIX-4229
Improve dependency identification in log messages and exceptions,FELIX-4228
There should be a way to remove packages from the system package exports without redefining all exports,FELIX-4227
Add option to have the dependency manager log against a single BundleContext's LogService.,FELIX-4226
compile error on FileInstall.java,FELIX-4225
[DS] Dependency manager can be active but not have m_bindMethods set,FELIX-4224
"[DS] DependencyManager filter should be set up in enable, not activate, to avoid race conditions",FELIX-4223
invalid link to ZipAttachmentProvider.html,FELIX-4222
javax.xml.parsers.FactoryConfigurationError: Provider org.apache.xerces.jaxp.DocumentBuilderFactoryImpl not found in java 5 not in 6 or 7,FELIX-4221
BundleException type is always set to 0 ,FELIX-4220
Variables named not stored in bytecode for constructors during manipulation,FELIX-4219
NPE with field annotated with both @Property and @ServiceProperty,FELIX-4218
Ensure compatibility between Aries Blueprint and iPOJO,FELIX-4217
Allow @Property without name in constructors,FELIX-4216
Extend manipulation metadata with argument names,FELIX-4215
Cache in BundleResources works only for a single metatype properties file per bundle,FELIX-4214
Temporal handler broken with iPOJO 1.10.1,FELIX-4213
Felix framework doesn't provide access to Generic Requirements and Capabilities with effective:=active,FELIX-4212
export jetty api / import it with optional flag,FELIX-4211
"Error ""BundleContext is no longer valid"" while activating component",FELIX-4210
SCR seems to loads ConfigAdmin class through DS bundle,FELIX-4209
The Gogo shell thread doesn't stop when Gogo Shell bundle is stopped.,FELIX-4208
ipojo @Component with propagation set to true doesn't propagate properties,FELIX-4207
Add CommandSession.keySet(),FELIX-4206
"""null"" Bundle-Activator causes bundle to fail",FELIX-4205
Service Dependencies with a callback without a type attribute must be rejected,FELIX-4204
ConfigAdmin plugin does not return json,FELIX-4203
Allow to filter services using ldap filter in webconsole services tab,FELIX-4202
Some download links not working,FELIX-4201
